date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:40:50	10715/10715	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:27%20GMT	https://theninetiesarcade.com/cdn/shop/files/1-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/1-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:50%20GMT	http://theninetiesarcade.com/cdn/shop/files/3-min_2.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/3-min_2365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:51	15968/15968	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:27%20GMT	https://theninetiesarcade.com/cdn/shop/files/3-min_2.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/3-min_2365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:51%20GMT	http://theninetiesarcade.com/cdn/shop/files/9-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/9-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:52	7661/7661	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:26%20GMT	https://theninetiesarcade.com/cdn/shop/files/9-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/9-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:51%20GMT	http://theninetiesarcade.com/cdn/shop/files/2-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/2-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:52	29862/29862	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:27%20GMT	https://theninetiesarcade.com/cdn/shop/files/2-min_1.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/2-min_1365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:52%20GMT	http://theninetiesarcade.com/cdn/shop/files/5-min_3.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/5-min_3365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:53	23516/23516	---M--	200	added ('OK')	image/png	date:Mon,%2011%20Aug%202025%2001:17:27%20GMT	https://theninetiesarcade.com/cdn/shop/files/5-min_3.png?v=1740423460	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/5-min_3365d.png	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:53%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/c1d2b08bbd8c4d1ca7a8c8b28d49137f.thumbnail.0000000000.jpg?v=1740424086	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/c1d2b08bbd8c4d1ca7a8c8b28d49137f.thumbnail.0000000000e60f.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:55	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2011%20Aug%202025%2001:40:53%20GMT	http://theninetiesarcade.com/cdn/shop/files/preview_images/77a6b200ff754140880325da6b81f6ec.thumbnail.0000000000.jpg?v=1740424321	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/77a6b200ff754140880325da6b81f6ec.thumbnail.0000000000da3b.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:55	148524/148524	---M--	200	added ('OK')	image/jpeg	date:Tue,%2005%20Aug%202025%2015:45:24%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/c1d2b08bbd8c4d1ca7a8c8b28d49137f.thumbnail.0000000000.jpg?v=1740424086	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/c1d2b08bbd8c4d1ca7a8c8b28d49137f.thumbnail.0000000000e60f.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:55	68557/68557	---M--	200	added ('OK')	image/jpeg	date:Mon,%2011%20Aug%202025%2001:40:55%20GMT	https://theninetiesarcade.com/cdn/shop/files/preview_images/77a6b200ff754140880325da6b81f6ec.thumbnail.0000000000.jpg?v=1740424321	C:/My%20Web%20Sites/eities/theninetiesarcade.com/cdn/shop/files/preview_images/77a6b200ff754140880325da6b81f6ec.thumbnail.0000000000da3b.jpg	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:55	42254/42254	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2031%20Jul%202025%2010:31:54%20GMT	https://cdn.shopify.com/extensions/61b64c06-0d8a-4fc6-aa03-ee11f266ea22/trustoo-io-reviews-219/assets/swiper-reviews.min.js	C:/My%20Web%20Sites/eities/cdn.shopify.com/extensions/61b64c06-0d8a-4fc6-aa03-ee11f266ea22/trustoo-io-reviews-219/assets/swiper-reviews.min.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:56	221132/221132	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2005%20Aug%202025%2010:34:08%20GMT	https://cdn.shopify.com/extensions/61b64c06-0d8a-4fc6-aa03-ee11f266ea22/trustoo-io-reviews-219/assets/seal-review.min.js	C:/My%20Web%20Sites/eities/cdn.shopify.com/extensions/61b64c06-0d8a-4fc6-aa03-ee11f266ea22/trustoo-io-reviews-219/assets/seal-review.min.js	(from https://theninetiesarcade.com/products/ninetiesarcade)
19:40:57	84957/84957	---MCZ	200	added ('OK')	text/css	date:Tue,%2005%20Aug%202025%2009:52:27%20GMT	https://cdn.shopify.com/extensions/61b64c06-0d8a-4fc6-aa03-ee11f266ea22/trustoo-io-reviews-219/assets/trustoo-reviews.min.css	C:/My%20Web%20Sites/eities/cdn.shopify.com/extensions/61b64c06-0d8a-4fc6-aa03-ee11f266ea22/trustoo-io-reviews-219/assets/trustoo-reviews.min.css	(from https://theninetiesarcade.com/products/ninetiesarcade)
